,hu_szeged-ud-dev_Case=Ine,hu_szeged-ud-test_Case=Ine,hu_szeged-ud-train_Case=Ine,fi_ood-ud-test_Case=Ine,et_ewt-ud-train_Case=Ine,et_ewt-ud-test_Case=Ine,et_ewt-ud-dev_Case=Ine,si_stb-ud-test_Case=Ine,olo_kkpp-ud-test_Case=Ine,olo_kkpp-ud-train_Case=Ine,mdf_jr-ud-test_Case=Ine,mdf_jr-ud-train_Case=Ine,vep_vwt-ud-test_Case=Ine,fi_tdt-ud-train_Case=Ine,fi_tdt-ud-test_Case=Ine,fi_tdt-ud-dev_Case=Ine,myv_jr-ud-test_Case=Ine,myv_jr-ud-train_Case=Ine,kpv_ikdp-ud-test_Case=Ine,kpv_lattice-ud-test_Case=Ine,kpv_lattice-ud-train_Case=Ine,fi_pud-ud-test_Case=Ine,et_edt-ud-dev_Case=Ine,et_edt-ud-train_Case=Ine,et_edt-ud-test_Case=Ine,koi_uh-ud-train_Case=Ine,koi_uh-ud-test_Case=Ine,arr_tudet-ud-test_Case=Ine,krl_kkpp-ud-test_Case=Ine,eu_bdt-ud-train_Case=Ine,eu_bdt-ud-test_Case=Ine,eu_bdt-ud-dev_Case=Ine,fi_ftb-ud-dev_Case=Ine,fi_ftb-ud-train_Case=Ine,fi_ftb-ud-test_Case=Ine,ab_abnc-ud-test_Case=Ine
25,0.637468739806225,0.6213903989971682,0.630028958489703,0.7299623873300294,0.714980903649655,0.7061301899604697,0.7106831990563081,0.8574929257125443,0.6815981765909971,0.5773502691896258,0.8594504316938512,0.8660254037844388,0.686643649130512,0.723043373202373,0.7246658564756661,0.7254151923736285,0.8615276075462073,0.8674704234834572,0.8395461914667139,0.8457463019187614,1.0000000000000002,0.7107448624267653,0.7186461060801664,0.7115879325504535,0.7048258564275517,1.0000000000000002,0.891132788679007,0.5773502691896258,0.6775808817419989,0.6840625390840739,0.6920084913165994,0.6838615133751553,0.6646544117594667,0.6736699223322317,0.6695206158100606,0.5773502691896258
26,0.6963389109919712,0.673516926320913,0.6867247244170476,0.7997973713716345,0.7864381910772266,0.7759693407478016,0.7795920402861691,0.9141379262169075,0.7449018461832864,0.6288281455225324,0.9376115510613655,0.8860760232362956,0.754517359837982,0.7942350793516829,0.7946179514320885,0.7967819949329683,0.9387830992538092,0.9420359173405728,0.9231831282703478,0.9778580846621271,0.891132788679007,0.7777163924165085,0.7913266482615934,0.7832410944309587,0.774038250166218,0.891132788679007,1.0,0.8003267306650412,0.7472281879843282,0.7599040891968938,0.7724280846447054,0.7616918676853782,0.748770526656525,0.758841228760713,0.7539184301215845,0.6288281455225324
27,0.5509533297870403,0.533728888648482,0.5444819994909907,0.6314735660090544,0.61894285453757,0.6115266828848981,0.6154697044255557,0.6435959029348383,0.5902813361009552,0.4999999999999999,0.7068228758455383,0.4999999999999999,0.594650843494272,0.6252665951552014,0.6261494759495512,0.6266613315578432,0.6973900481838059,0.6885404872016277,0.7885107234995764,0.8567630150923614,0.5773502691896258,0.6136709807743526,0.6210122265968078,0.6151013514252054,0.6101392189649203,0.5773502691896258,0.8003267306650412,0.9999999999999998,0.5921857636494986,0.6320370645382175,0.652354418761468,0.6332778477901583,0.5756076053211006,0.5834152665052023,0.5798218616489136,0.4999999999999999
28,0.9909753573246234,0.9871680455761132,0.9898947298929477,0.9767272771051639,0.9903518981459705,0.9934883685449584,0.9906114648497658,0.8379492821573943,0.9892440567171833,0.5975692705917668,0.905518925795885,0.5868022567072304,0.9882295349416068,0.9879195190488882,0.9870880840010381,0.9873506940559197,0.8708837369160491,0.8707446911719555,0.9273843973039538,0.8205688521024594,0.6775808817419989,0.9930250144368268,0.9881018409998031,0.990891433562539,0.9936863642147108,0.6775808817419989,0.7472281879843282,0.5921857636494986,1.0,0.9933505358871167,0.9918075186278872,0.9942262361388631,0.6998479794138368,0.7087496489300643,0.7038480239382842,0.9744147565505386
29,0.986976007699184,0.9833845397286914,0.9863366713035729,0.9782445058516842,0.9848889068194124,0.9882990176040678,0.9883458358178489,0.8376238644994032,0.9875864446045174,0.5942362195260552,0.9072554439659883,0.5909416504653622,0.9817513753414268,0.987276668984065,0.9867372818779758,0.9852609422839974,0.8745656673766761,0.8704780632858887,0.9366686916371073,0.8370281726224148,0.6840625390840739,0.9917104457116003,0.9826412908982769,0.9862600283015901,0.9903128085642335,0.6840625390840739,0.7599040891968938,0.6320370645382175,0.9933505358871167,0.9999999999999999,0.9995690651888797,0.9998578578231062,0.6989446732833412,0.70950084601654,0.7037270662737093,0.9703372875599081
30,0.9838049218506755,0.9794859746650736,0.9827675698716882,0.9789638502233118,0.9847802653942048,0.987614456492528,0.987803962692325,0.8427572805259976,0.9855741780326566,0.5977810049533824,0.9127710815281522,0.5962650767920467,0.9806186067204934,0.9875508097915847,0.9869921593204197,0.9856345120497227,0.8803931954820773,0.8762716072274052,0.9440485044145942,0.8492428163940746,0.6920084913165994,0.9911580692563614,0.9827849026196643,0.9860700338748759,0.9895996787403061,0.6920084913165994,0.7724280846447054,0.652354418761468,0.9918075186278872,0.9995690651888797,0.9999999999999999,0.9995671408635648,0.7059093054009451,0.7166907250594085,0.7108621154614776,0.9651409293837365
31,0.9873987521148281,0.9835214141489107,0.9865617224330422,0.978294169590776,0.9856132696324356,0.988787309795559,0.9886320164224552,0.8380244211770769,0.9869835483382373,0.5937613100880524,0.9084148434727455,0.5912281986968918,0.982026881322697,0.9877163456565938,0.9870245788681136,0.9858417909131213,0.8753597664518101,0.8715042988325198,0.9374845554619534,0.8383564544046351,0.6838615133751553,0.991796579555964,0.9833601373246588,0.9869369944326783,0.9906271277702123,0.6838615133751553,0.7616918676853782,0.6332778477901583,0.9942262361388631,0.9998578578231062,0.9995671408635648,0.9999999999999998,0.700141222291575,0.7108508327473745,0.7049694413489731,0.9701816628145226
32,0.635864305856838,0.6152606378505158,0.6280226627643093,0.7663085537312659,0.7654498874119818,0.7523534393777033,0.7626051584320617,0.7839657848645701,0.7072375642927394,0.5847928330655862,0.7826043664005385,0.5756076053211006,0.763453507848264,0.7780417014982491,0.778010489296545,0.7854706489022683,0.7682113639623684,0.7787869188129068,0.7817986669718126,0.7573730722515545,0.6646544117594667,0.7545249317960598,0.7931388579209421,0.784374609222208,0.7614792791296436,0.6646544117594667,0.748770526656525,0.5756076053211006,0.6998479794138368,0.6989446732833412,0.7059093054009451,0.700141222291575,0.9999999999999999,0.9990081915088369,0.9991531161262986,0.5756076053211006
33,0.6452833451419251,0.6240358857377925,0.6370550814258009,0.7783313545733922,0.7746655012080138,0.7605009761202359,0.7713505592823715,0.7940102569756299,0.7129468210738295,0.5905387740327384,0.7935499467377201,0.5834152665052023,0.7707585737017194,0.7877687813155015,0.7875983070076101,0.7946588792088644,0.778960045623242,0.7903247608088592,0.7924439273576177,0.7689016168845275,0.6736699223322317,0.7634178128303257,0.800402758466443,0.7919371892645518,0.7692262451708882,0.6736699223322317,0.758841228760713,0.5834152665052023,0.7087496489300643,0.70950084601654,0.7166907250594085,0.7108508327473745,0.9990081915088369,0.9999999999999999,0.999635950262396,0.5834152665052023
34,0.6406945427325448,0.6198853154778252,0.6326757432091652,0.773743000137652,0.7705145403423983,0.7559234134851704,0.7670687683219735,0.7917239138539106,0.7074147379411615,0.5894855593430621,0.7889105750969954,0.5798218616489136,0.7685710809760171,0.7826638217776047,0.7826092385942643,0.7897713950549423,0.7743192424042177,0.7864826092215433,0.7880335748394649,0.7639899097970733,0.6695206158100606,0.7587823367717356,0.7959428452067793,0.7874747147629455,0.764755990965272,0.6695206158100606,0.7539184301215845,0.5798218616489136,0.7038480239382842,0.7037270662737093,0.7108621154614776,0.7049694413489731,0.9991531161262986,0.999635950262396,0.9999999999999998,0.5798218616489136
35,0.9908273592137901,0.9968820564839416,0.9944200534636713,0.9208989504298709,0.9428430139458965,0.9508253585500673,0.9484978321626714,0.7426106572325056,0.9592071711640522,0.4999999999999999,0.8192719697300557,0.4999999999999999,0.9566122264907854,0.9369358502770033,0.9358885622259654,0.9347698195737828,0.7794359362054302,0.7730082793118647,0.8499531175385044,0.7135187255027868,0.5773502691896258,0.951992608002064,0.936120435733113,0.9445376557465701,0.9536326423213336,0.5773502691896258,0.6288281455225324,0.4999999999999999,0.9744147565505386,0.9703372875599081,0.9651409293837365,0.9701816628145226,0.5756076053211006,0.5834152665052023,0.5798218616489136,0.9999999999999998
