,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
15,0.9059382587206969,0.9158491042862917,0.9175886103251895,0.9507437740516623,0.9749150765843626,0.9741929667179143,0.9621454152235336,0.686814566173783,0.8870289062054678,0.9700262090343458,0.9391522464386327,0.9587211182602579,0.9453482475784677,0.9566268316048532,0.9953470597140194,1.0000000000000002,0.7893307650950437,0.7828201258047959,0.9301800059089194,0.9382636982463374,0.9729911671588565,0.9742227319912355,0.9750317463560227,0.9332125225631985,0.8008470201515067,0.7991601489695266,0.8023050988237193,0.8846686090852127,0.7897417678644182
16,0.8401680504168059,0.8531511614816524,0.8547715830014686,0.8223302147926896,0.7845876493173063,0.7916128108967067,0.753024193646335,0.867279098192801,0.8493951939089078,0.8180947921121741,0.713477241231741,0.8151056545083988,0.8176085840307252,0.8120963816717605,0.7854897301555074,0.7893307650950437,0.9999999999999998,0.9074852129730301,0.8517891712744255,0.7981641167961092,0.7920177404833025,0.7979224846733679,0.7987869281809898,0.8429826916355742,0.7269117055752057,0.7236644859901061,0.7246161774641714,0.8038224587813856,0.6834676493307206
17,0.8332380897952963,0.8461141122266493,0.8477211680188388,0.8155473860436511,0.7781161326829922,0.7850833486013062,0.7468130219570234,0.7598558760587117,0.83121314988783,0.7940333884391056,0.7075922647872949,0.8083824161213753,0.8108647007227011,0.8053979646787984,0.7790107728851406,0.7828201258047959,0.9074852129730301,0.9999999999999999,0.8447633561272874,0.7915806173448329,0.7854849382059923,0.7913409782770461,0.7921982915927209,0.8360295150005539,0.7209159175986796,0.7176954820645124,0.7186393236989702,0.797192287611134,0.6778302010921357
18,0.9732786244582622,0.9883186923019679,0.9901958425066999,0.9630257715766225,0.9225719437430887,0.9317802613066343,0.883959324993537,0.7438610794283761,0.9545954857027874,0.924455371289893,0.8355487350209737,0.9587382599320686,0.9617783166036133,0.9560428162231845,0.920996599466897,0.9301800059089194,0.8517891712744255,0.8447633561272874,1.0000000000000002,0.9388302165231015,0.9330146624949242,0.9398360725752734,0.939057025046021,0.9778732684407552,0.8831089528376425,0.8810515960352836,0.8822314130715171,0.9524131634776226,0.8292481018687471
19,0.9167551328881604,0.9260983148847061,0.9278572876279401,0.9902748060161847,0.9393405861880858,0.9433196365943989,0.916748212624731,0.6961083058718347,0.9088330858896404,0.9323977304049142,0.8820487481666545,0.990928771921907,0.9882137008663888,0.983783131861065,0.9298312867659506,0.9382636982463374,0.7981641167961092,0.7915806173448329,0.9388302165231015,0.9999999999999999,0.9436495237462839,0.9478524932414494,0.9503186820652315,0.9468333391845722,0.842643468088336,0.8426798009462612,0.8484794009580297,0.8727494390430239,0.7526399180286277
20,0.9103688793503015,0.9189667630820689,0.9207121906054963,0.9574305583494477,0.9968050050790908,0.9982364696904733,0.9887203650065273,0.6910025303159758,0.9020974617345341,0.9914732216121036,0.9622618084629366,0.9716210562958056,0.9625823827104808,0.9759507542576343,0.9664646859231061,0.9729911671588565,0.7920177404833025,0.7854849382059923,0.9330146624949242,0.9436495237462839,0.9999999999999999,0.9995219959981686,0.9984581677328266,0.9522064065970199,0.8174409073115738,0.8104239059135229,0.811428188350019,0.8910215058589442,0.8026120856314349
21,0.9160858644547545,0.9258179526171175,0.927576392857939,0.9620907330494722,0.9966404299665165,0.9987895515364972,0.9871226914772038,0.6967448015550499,0.908638685998144,0.9917785201151352,0.9607989182256066,0.9759343375135828,0.966940220755338,0.9797971890636895,0.9685973764432417,0.9742227319912355,0.7979224846733679,0.7913409782770461,0.9398360725752734,0.9478524932414494,0.9995219959981686,0.9999999999999998,0.9994214518321345,0.9567531402202082,0.8289647377796938,0.8222886927581956,0.8231990891705925,0.893506358046401,0.7972394497555821
22,0.9165678738821352,0.9268209539534031,0.9285812992317176,0.9633578620260859,0.9972687473898225,0.998973904018941,0.9885017872273603,0.6973468277703484,0.9073994187731684,0.9922104552263893,0.9647696923748545,0.9776932038681079,0.9674891111988173,0.9809019893962113,0.9713350872526287,0.9750317463560227,0.7987869281809898,0.7921982915927209,0.939057025046021,0.9503186820652315,0.9984581677328266,0.9994214518321345,1.0,0.9573127263345155,0.82754897882216,0.8213713174503203,0.8226027133971983,0.8866205814700309,0.7799302385161554
23,0.9632160894105378,0.978100660969835,0.9799584036901631,0.9697720991372579,0.9379026129592098,0.9489316009561236,0.9093526225756288,0.733498321933493,0.9689498583882252,0.9316987349206906,0.8634134034251779,0.9638146717368824,0.9671366302953626,0.963185939661413,0.9277009329220736,0.9332125225631985,0.8429826916355742,0.8360295150005539,0.9778732684407552,0.9468333391845722,0.9522064065970199,0.9567531402202082,0.9573127263345155,1.0000000000000002,0.8443042064686108,0.8372990789961061,0.8397149510386053,0.9215474510648947,0.7835659022029635
24,0.833153616667401,0.8434251696322903,0.84502711821647,0.8415752590056209,0.799747051953846,0.8164266944204622,0.7594203565584522,0.6546268966371951,0.8239297049174463,0.8138269679800391,0.7096975157950263,0.8714883118141667,0.8848522104625832,0.8800550255140522,0.7900475879218846,0.8008470201515067,0.7269117055752057,0.7209159175986796,0.8831089528376425,0.842643468088336,0.8174409073115738,0.8289647377796938,0.82754897882216,0.8443042064686108,1.0,0.9987617010579067,0.9971491609285916,0.7968981948113056,0.6857555929143074
25,0.8297385938604548,0.8396574675738557,0.8412522600223219,0.8398978582929102,0.7940184286573126,0.8097901062366694,0.7524043021172327,0.6514475924524802,0.8177763002273046,0.8079350883683021,0.7031886897907934,0.868474465806176,0.8811416843996498,0.8754620892517933,0.7876427128455953,0.7991601489695266,0.7236644859901061,0.7176954820645124,0.8810515960352836,0.8426798009462612,0.8104239059135229,0.8222886927581956,0.8213713174503203,0.8372990789961061,0.9987617010579067,0.9999999999999999,0.9992184284802966,0.7931946798183164,0.6824772511503369
26,0.8318003122865606,0.8407617014674563,0.8423585912281514,0.8439981923025959,0.7950942098544971,0.8103049768124919,0.7530826851359481,0.6509379689995667,0.8201710021254367,0.8077963964535989,0.7031161256986765,0.8709835326832042,0.8839901379491523,0.8766750550726933,0.7900242107168509,0.8023050988237193,0.7246161774641714,0.7186393236989702,0.8822314130715171,0.8484794009580297,0.811428188350019,0.8231990891705925,0.8226027133971983,0.8397149510386053,0.9971491609285916,0.9992184284802966,1.0,0.792308800473425,0.6818576704957617
27,0.9184704893828162,0.9326636074947525,0.9344350499407891,0.9042630433223078,0.8743670541133101,0.8838478387507186,0.8356126788612616,0.6994241168874304,0.9008394522216955,0.8755416414771133,0.7799722812507829,0.892836242731187,0.8956257657945867,0.8900428979983616,0.8632021315405681,0.8846686090852127,0.8038224587813856,0.797192287611134,0.9524131634776226,0.8727494390430239,0.8910215058589442,0.893506358046401,0.8866205814700309,0.9215474510648947,0.7968981948113056,0.7931946798183164,0.792308800473425,1.0,0.9005694533841939
28,0.795411678668406,0.7930176576518292,0.7945238653862494,0.779408764157,0.7769026426088229,0.7805519678104038,0.7372786007724751,0.5947006728065027,0.7659584726803282,0.7777783368834547,0.6631885135652509,0.7688736041733119,0.780938951431601,0.7703466328129168,0.7455110560875514,0.7897417678644182,0.6834676493307206,0.6778302010921357,0.8292481018687471,0.7526399180286277,0.8026120856314349,0.7972394497555821,0.7799302385161554,0.7835659022029635,0.6857555929143074,0.6824772511503369,0.6818576704957617,0.9005694533841939,1.0
